id,applicant_id,program_id,date,priority,consent
1730,2101,2,2026-08-03,1,0
1731,2101,1,2026-08-03,2,0
1732,2102,1,2026-08-03,1,1
1733,55,4,2026-08-03,1,1
1734,55,2,2026-08-03,2,1
1735,55,1,2026-08-03,3,1
1736,2104,2,2026-08-03,1,0
1737,2104,1,2026-08-03,2,0
1738,2106,2,2026-08-03,1,0
1739,2106,3,2026-08-03,2,0
1740,2106,1,2026-08-03,3,0
1741,59,1,2026-08-03,1,1
1742,59,2,2026-08-03,2,1
1743,59,3,2026-08-03,3,1
1744,60,1,2026-08-03,1,0
1745,60,4,2026-08-03,2,0
1746,2110,4,2026-08-03,1,0
1747,2110,1,2026-08-03,2,0
1748,2112,1,2026-08-03,1,1
1749,2113,1,2026-08-03,1,0
1750,2114,2,2026-08-03,1,1
1751,2114,3,2026-08-03,2,1
1752,2114,1,2026-08-03,3,1
1753,2114,4,2026-08-03,4,1
1754,69,2,2026-08-03,1,1
1755,69,3,2026-08-03,2,1
1756,69,1,2026-08-03,3,1
1757,72,1,2026-08-03,1,1
1758,74,3,2026-08-03,1,1
1759,74,4,2026-08-03,2,1
1760,74,1,2026-08-03,3,1
1761,2122,1,2026-08-03,1,0
1762,76,4,2026-08-03,1,1
1763,76,1,2026-08-03,2,1
1764,79,1,2026-08-03,1,0
1765,79,2,2026-08-03,2,0
1766,80,1,2026-08-03,1,0
1767,2129,1,2026-08-03,1,0
1768,82,4,2026-08-03,1,1
1769,82,1,2026-08-03,2,1
1770,2131,1,2026-08-03,1,0
1771,84,1,2026-08-03,1,1
1772,84,4,2026-08-03,2,1
1773,2134,3,2026-08-03,1,0
1774,2134,4,2026-08-03,2,0
1775,2134,1,2026-08-03,3,0
1776,2134,2,2026-08-03,4,0
1777,86,2,2026-08-03,1,1
1778,86,1,2026-08-03,2,1
1779,86,4,2026-08-03,3,1
1780,87,1,2026-08-03,1,1
1781,92,3,2026-08-03,1,1
1782,92,1,2026-08-03,2,1
1783,93,2,2026-08-03,1,1
1784,93,1,2026-08-03,2,1
1785,2141,3,2026-08-03,1,0
1786,2141,1,2026-08-03,2,0
1787,2143,4,2026-08-03,1,0
1788,2143,1,2026-08-03,2,0
1789,2143,3,2026-08-03,3,0
1790,2145,2,2026-08-03,1,0
1791,2145,3,2026-08-03,2,0
1792,2145,4,2026-08-03,3,0
1793,2145,1,2026-08-03,4,0
1794,2146,1,2026-08-03,1,0
1795,2146,2,2026-08-03,2,0
1796,2146,4,2026-08-03,3,0
1797,2146,3,2026-08-03,4,0
1798,99,3,2026-08-03,1,0
1799,99,1,2026-08-03,2,0
1800,100,4,2026-08-03,1,0
1801,100,3,2026-08-03,2,0
1802,100,1,2026-08-03,3,0
1803,2148,3,2026-08-03,1,0
1804,2148,1,2026-08-03,2,0
1805,103,4,2026-08-03,1,0
1806,103,1,2026-08-03,2,0
1807,2152,4,2026-08-03,1,0
1808,2152,2,2026-08-03,2,0
1809,2152,1,2026-08-03,3,0
1810,2153,1,2026-08-03,1,0
1811,2153,4,2026-08-03,2,0
1812,2153,2,2026-08-03,3,0
1813,106,4,2026-08-03,1,0
1814,106,1,2026-08-03,2,0
1815,107,1,2026-08-03,1,0
1816,2158,2,2026-08-03,1,0
1817,2158,1,2026-08-03,2,0
1818,2158,3,2026-08-03,3,0
1819,2160,1,2026-08-03,1,1
1820,2160,3,2026-08-03,2,1
1821,2160,4,2026-08-03,3,1
1822,2161,4,2026-08-03,1,0
1823,2161,2,2026-08-03,2,0
1824,2161,1,2026-08-03,3,0
1825,114,1,2026-08-03,1,1
1826,114,3,2026-08-03,2,1
1827,114,4,2026-08-03,3,1
1828,114,2,2026-08-03,4,1
1829,2163,1,2026-08-03,1,0
1830,2163,3,2026-08-03,2,0
1831,2163,4,2026-08-03,3,0
1832,2165,1,2026-08-03,1,1
1833,118,1,2026-08-03,1,0
1834,118,3,2026-08-03,2,0
1835,118,2,2026-08-03,3,0
1836,121,1,2026-08-03,1,0
1837,121,2,2026-08-03,2,0
1838,121,3,2026-08-03,3,0
1839,122,3,2026-08-03,1,1
1840,122,4,2026-08-03,2,1
1841,122,1,2026-08-03,3,1
1842,122,2,2026-08-03,4,1
1843,2171,4,2026-08-03,1,0
1844,2171,3,2026-08-03,2,0
1845,2171,1,2026-08-03,3,0
1846,2171,2,2026-08-03,4,0
1847,124,1,2026-08-03,1,1
1848,124,2,2026-08-03,2,1
1849,124,3,2026-08-03,3,1
1850,124,4,2026-08-03,4,1
1851,2170,4,2026-08-03,1,1
1852,2170,3,2026-08-03,2,1
1853,2170,2,2026-08-03,3,1
1854,2170,1,2026-08-03,4,1
1855,2174,1,2026-08-03,1,1
1856,2174,4,2026-08-03,2,1
1857,2174,2,2026-08-03,3,1
1858,126,1,2026-08-03,1,0
1859,2176,2,2026-08-03,1,1
1860,2176,3,2026-08-03,2,1
1861,2176,1,2026-08-03,3,1
1862,2176,4,2026-08-03,4,1
1863,132,1,2026-08-03,1,1
1864,133,3,2026-08-03,1,0
1865,133,4,2026-08-03,2,0
1866,133,1,2026-08-03,3,0
1867,2181,1,2026-08-03,1,1
1868,135,1,2026-08-03,1,1
1869,135,3,2026-08-03,2,1
1870,135,2,2026-08-03,3,1
1871,135,4,2026-08-03,4,1
1872,2189,4,2026-08-03,1,1
1873,2189,1,2026-08-03,2,1
1874,2189,3,2026-08-03,3,1
1875,142,1,2026-08-03,1,1
1876,142,4,2026-08-03,2,1
1877,142,3,2026-08-03,3,1
1878,142,2,2026-08-03,4,1
1879,145,2,2026-08-03,1,0
1880,145,3,2026-08-03,2,0
1881,145,4,2026-08-03,3,0
1882,145,1,2026-08-03,4,0
1883,147,1,2026-08-03,1,0
1884,2196,1,2026-08-03,1,1
1885,2196,2,2026-08-03,2,1
1886,2196,3,2026-08-03,3,1
1887,2197,1,2026-08-03,1,0
1888,150,3,2026-08-03,1,0
1889,150,1,2026-08-03,2,0
1890,150,2,2026-08-03,3,0
1891,151,3,2026-08-03,1,0
1892,151,4,2026-08-03,2,0
1893,151,1,2026-08-03,3,0
1894,2202,2,2026-08-03,1,1
1895,2202,3,2026-08-03,2,1
1896,2202,1,2026-08-03,3,1
1897,2203,1,2026-08-03,1,1
1898,2203,2,2026-08-03,2,1
1899,158,4,2026-08-03,1,1
1900,158,3,2026-08-03,2,1
1901,158,2,2026-08-03,3,1
1902,158,1,2026-08-03,4,1
1903,2207,3,2026-08-03,1,0
1904,2207,2,2026-08-03,2,0
1905,2207,1,2026-08-03,3,0
1906,2206,3,2026-08-03,1,0
1907,2206,4,2026-08-03,2,0
1908,2206,1,2026-08-03,3,0
1909,160,1,2026-08-03,1,0
1910,160,2,2026-08-03,2,0
1911,160,4,2026-08-03,3,0
1912,2210,1,2026-08-03,1,0
1913,2210,2,2026-08-03,2,0
1914,163,2,2026-08-03,1,0
1915,163,1,2026-08-03,2,0
1916,2209,1,2026-08-03,1,1
1917,166,1,2026-08-03,1,1
1918,166,2,2026-08-03,2,1
1919,166,4,2026-08-03,3,1
1920,166,3,2026-08-03,4,1
1921,2215,3,2026-08-03,1,0
1922,2215,1,2026-08-03,2,0
1923,2215,4,2026-08-03,3,0
1924,2215,2,2026-08-03,4,0
1925,169,3,2026-08-03,1,1
1926,169,1,2026-08-03,2,1
1927,169,2,2026-08-03,3,1
1928,173,2,2026-08-03,1,0
1929,173,1,2026-08-03,2,0
1930,2222,2,2026-08-03,1,0
1931,2222,4,2026-08-03,2,0
1932,2222,1,2026-08-03,3,0
1933,2223,1,2026-08-03,1,1
1934,2223,2,2026-08-03,2,1
1935,2224,2,2026-08-03,1,0
1936,2224,4,2026-08-03,2,0
1937,2224,1,2026-08-03,3,0
1938,177,2,2026-08-03,1,0
1939,177,1,2026-08-03,2,0
1940,177,3,2026-08-03,3,0
1941,175,3,2026-08-03,1,1
1942,175,1,2026-08-03,2,1
1943,179,1,2026-08-03,1,1
1944,179,3,2026-08-03,2,1
1945,179,2,2026-08-03,3,1
1946,2228,1,2026-08-03,1,1
1947,181,2,2026-08-03,1,0
1948,181,1,2026-08-03,2,0
1949,182,1,2026-08-03,1,0
1950,182,3,2026-08-03,2,0
1951,182,2,2026-08-03,3,0
1952,184,1,2026-08-03,1,0
1953,184,3,2026-08-03,2,0
1954,2233,1,2026-08-03,1,1
1955,2233,4,2026-08-03,2,1
1956,2234,4,2026-08-03,1,1
1957,2234,1,2026-08-03,2,1
1958,2234,3,2026-08-03,3,1
1959,2236,2,2026-08-03,1,0
1960,2236,3,2026-08-03,2,0
1961,2236,1,2026-08-03,3,0
1962,189,2,2026-08-03,1,1
1963,189,3,2026-08-03,2,1
1964,189,1,2026-08-03,3,1
1965,2238,4,2026-08-03,1,1
1966,2238,1,2026-08-03,2,1
1967,2239,1,2026-08-03,1,1
1968,2240,3,2026-08-03,1,1
1969,2240,2,2026-08-03,2,1
1970,2240,1,2026-08-03,3,1
1971,2245,4,2026-08-03,1,1
1972,2245,2,2026-08-03,2,1
1973,2245,1,2026-08-03,3,1
1974,2245,3,2026-08-03,4,1
1975,199,1,2026-08-03,1,0
1976,2248,3,2026-08-03,1,0
1977,2248,1,2026-08-03,2,0
1978,2248,2,2026-08-03,3,0
1979,2250,1,2026-08-03,1,0
1980,2250,2,2026-08-03,2,0
1981,2251,1,2026-08-03,1,1
1982,2251,2,2026-08-03,2,1
1983,2255,1,2026-08-03,1,1
1984,2257,3,2026-08-03,1,1
1985,2257,4,2026-08-03,2,1
1986,2257,1,2026-08-03,3,1
1987,211,1,2026-08-03,1,1
1988,211,2,2026-08-03,2,1
1989,2261,1,2026-08-03,1,1
1990,2261,3,2026-08-03,2,1
1991,2265,1,2026-08-03,1,1
1992,2265,3,2026-08-03,2,1
1993,2265,2,2026-08-03,3,1
1994,2265,4,2026-08-03,4,1
1995,217,1,2026-08-03,1,1
1996,217,2,2026-08-03,2,1
1997,2270,3,2026-08-03,1,1
1998,2270,4,2026-08-03,2,1
1999,2270,1,2026-08-03,3,1
2000,2270,2,2026-08-03,4,1
2001,223,1,2026-08-03,1,1
2002,226,3,2026-08-03,1,1
2003,226,2,2026-08-03,2,1
2004,226,4,2026-08-03,3,1
2005,226,1,2026-08-03,4,1
2006,2274,2,2026-08-03,1,1
2007,2274,1,2026-08-03,2,1
2008,2274,3,2026-08-03,3,1
2009,2276,3,2026-08-03,1,0
2010,2276,2,2026-08-03,2,0
2011,2276,1,2026-08-03,3,0
2012,2279,1,2026-08-03,1,1
2013,2279,2,2026-08-03,2,1
2014,2281,1,2026-08-03,1,1
2015,2281,3,2026-08-03,2,1
2016,238,2,2026-08-03,1,0
2017,238,3,2026-08-03,2,0
2018,238,1,2026-08-03,3,0
2019,239,3,2026-08-03,1,1
2020,239,1,2026-08-03,2,1
2021,239,2,2026-08-03,3,1
2022,2286,1,2026-08-03,1,1
2023,2286,3,2026-08-03,2,1
2024,241,2,2026-08-03,1,0
2025,241,1,2026-08-03,2,0
2026,2291,2,2026-08-03,1,1
2027,2291,1,2026-08-03,2,1
2028,2291,4,2026-08-03,3,1
2029,2291,3,2026-08-03,4,1
2030,244,1,2026-08-03,1,0
2031,245,1,2026-08-03,1,0
2032,245,3,2026-08-03,2,0
2033,245,2,2026-08-03,3,0
2034,2294,2,2026-08-03,1,0
2035,2294,3,2026-08-03,2,0
2036,2294,1,2026-08-03,3,0
2037,249,1,2026-08-03,1,0
2038,249,4,2026-08-03,2,0
2039,249,2,2026-08-03,3,0
2040,249,3,2026-08-03,4,0
2041,2298,2,2026-08-03,1,0
2042,2298,1,2026-08-03,2,0
2043,252,1,2026-08-03,1,0
2044,253,1,2026-08-03,1,1
2045,253,4,2026-08-03,2,1
2046,257,1,2026-08-03,1,0
2047,257,3,2026-08-03,2,0
2048,2310,1,2026-08-03,1,1
2049,2310,2,2026-08-03,2,1
2050,2311,1,2026-08-03,1,0
2051,2311,2,2026-08-03,2,0
2052,2311,3,2026-08-03,3,0
2053,2311,4,2026-08-03,4,0
2054,2313,1,2026-08-03,1,1
2055,266,2,2026-08-03,1,1
2056,266,1,2026-08-03,2,1
2057,268,3,2026-08-03,1,0
2058,268,4,2026-08-03,2,0
2059,268,2,2026-08-03,3,0
2060,268,1,2026-08-03,4,0
2061,2316,4,2026-08-03,1,0
2062,2316,1,2026-08-03,2,0
2063,2316,3,2026-08-03,3,0
2064,2316,2,2026-08-03,4,0
2065,272,1,2026-08-03,1,0
2066,272,4,2026-08-03,2,0
2067,272,3,2026-08-03,3,0
2068,273,2,2026-08-03,1,0
2069,273,1,2026-08-03,2,0
2070,2322,1,2026-08-03,1,1
2071,2326,2,2026-08-03,1,0
2072,2326,1,2026-08-03,2,0
2073,2327,1,2026-08-03,1,1
2074,2327,2,2026-08-03,2,1
2075,2327,3,2026-08-03,3,1
2076,2329,3,2026-08-03,1,1
2077,2329,1,2026-08-03,2,1
2078,2334,1,2026-08-03,1,1
2079,2334,3,2026-08-03,2,1
2080,2334,2,2026-08-03,3,1
2081,288,3,2026-08-03,1,1
2082,288,4,2026-08-03,2,1
2083,288,2,2026-08-03,3,1
2084,288,1,2026-08-03,4,1
2085,290,3,2026-08-03,1,0
2086,290,1,2026-08-03,2,0
2087,2340,1,2026-08-03,1,0
2088,2340,2,2026-08-03,2,0
2089,2340,3,2026-08-03,3,0
2090,2344,2,2026-08-03,1,0
2091,2344,3,2026-08-03,2,0
2092,2344,4,2026-08-03,3,0
2093,2344,1,2026-08-03,4,0
2094,2348,3,2026-08-03,1,0
2095,2348,4,2026-08-03,2,0
2096,2348,1,2026-08-03,3,0
2097,300,1,2026-08-03,1,1
2098,300,2,2026-08-03,2,1
2099,300,4,2026-08-03,3,1
2100,302,1,2026-08-03,1,0
2101,302,3,2026-08-03,2,0
2102,302,4,2026-08-03,3,0
2103,302,2,2026-08-03,4,0
2104,2351,3,2026-08-03,1,1
2105,2351,4,2026-08-03,2,1
2106,2351,1,2026-08-03,3,1
2107,2351,2,2026-08-03,4,1
2108,2352,1,2026-08-03,1,0
2109,2352,2,2026-08-03,2,0
2110,305,1,2026-08-03,1,1
2111,305,4,2026-08-03,2,1
2112,305,3,2026-08-03,3,1
2113,305,2,2026-08-03,4,1
2114,2353,2,2026-08-03,1,0
2115,2353,1,2026-08-03,2,0
2116,2353,4,2026-08-03,3,0
2117,2354,3,2026-08-03,1,1
2118,2354,1,2026-08-03,2,1
2119,2354,2,2026-08-03,3,1
2120,308,1,2026-08-03,1,1
2121,308,2,2026-08-03,2,1
2122,308,4,2026-08-03,3,1
2123,308,3,2026-08-03,4,1
2124,310,1,2026-08-03,1,0
2125,312,3,2026-08-03,1,1
2126,312,2,2026-08-03,2,1
2127,312,1,2026-08-03,3,1
2128,2362,2,2026-08-03,1,0
2129,2362,1,2026-08-03,2,0
2130,2362,4,2026-08-03,3,0
2131,2362,3,2026-08-03,4,0
2132,314,2,2026-08-03,1,1
2133,314,3,2026-08-03,2,1
2134,314,1,2026-08-03,3,1
2135,320,1,2026-08-03,1,0
2136,320,2,2026-08-03,2,0
2137,320,3,2026-08-03,3,0
2138,2370,2,2026-08-03,1,1
2139,2370,1,2026-08-03,2,1
2140,325,2,2026-08-03,1,0
2141,325,3,2026-08-03,2,0
2142,325,1,2026-08-03,3,0
2143,2374,1,2026-08-03,1,0
2144,2375,1,2026-08-03,1,1
2145,2375,3,2026-08-03,2,1
2146,2375,2,2026-08-03,3,1
2147,329,3,2026-08-03,1,1
2148,329,2,2026-08-03,2,1
2149,329,1,2026-08-03,3,1
2150,2379,2,2026-08-03,1,0
2151,2379,4,2026-08-03,2,0
2152,2379,3,2026-08-03,3,0
2153,2379,1,2026-08-03,4,0
2154,334,2,2026-08-03,1,1
2155,334,1,2026-08-03,2,1
2156,334,3,2026-08-03,3,1
2157,339,2,2026-08-03,1,0
2158,339,1,2026-08-03,2,0
2159,339,4,2026-08-03,3,0
2160,339,3,2026-08-03,4,0
2161,2388,4,2026-08-03,1,1
2162,2388,1,2026-08-03,2,1
2163,2388,3,2026-08-03,3,1
2164,2387,2,2026-08-03,1,1
2165,2387,3,2026-08-03,2,1
2166,2387,1,2026-08-03,3,1
2167,341,1,2026-08-03,1,1
2168,344,1,2026-08-03,1,0
2169,344,4,2026-08-03,2,0
2170,344,2,2026-08-03,3,0
2171,2393,2,2026-08-03,1,1
2172,2393,1,2026-08-03,2,1
2173,2394,2,2026-08-03,1,1
2174,2394,3,2026-08-03,2,1
2175,2394,1,2026-08-03,3,1
2176,2396,2,2026-08-03,1,1
2177,2396,1,2026-08-03,2,1
2178,2396,3,2026-08-03,3,1
2179,2397,1,2026-08-03,1,1
2180,2397,4,2026-08-03,2,1
2181,2397,2,2026-08-03,3,1
2182,2397,3,2026-08-03,4,1
2183,348,2,2026-08-03,1,0
2184,348,1,2026-08-03,2,0
2185,348,4,2026-08-03,3,0
2186,349,3,2026-08-03,1,0
2187,349,1,2026-08-03,2,0
2188,2400,4,2026-08-03,1,1
2189,2400,3,2026-08-03,2,1
2190,2400,2,2026-08-03,3,1
2191,2400,1,2026-08-03,4,1
2192,2398,1,2026-08-03,1,1
2193,354,3,2026-08-03,1,1
2194,354,2,2026-08-03,2,1
2195,354,1,2026-08-03,3,1
2196,354,4,2026-08-03,4,1
2197,2405,1,2026-08-03,1,0
2198,2405,3,2026-08-03,2,0
2199,358,1,2026-08-03,1,0
2200,2413,3,2026-08-03,1,0
2201,2413,2,2026-08-03,2,0
2202,2413,4,2026-08-03,3,0
2203,2413,1,2026-08-03,4,0
2204,2416,1,2026-08-03,1,0
2205,2416,4,2026-08-03,2,0
2206,371,1,2026-08-03,1,0
2207,371,4,2026-08-03,2,0
2208,2419,1,2026-08-03,1,1
2209,2422,3,2026-08-03,1,0
2210,2422,1,2026-08-03,2,0
2211,2423,1,2026-08-03,1,1
2212,2423,2,2026-08-03,2,1
2213,2423,4,2026-08-03,3,1
2214,2423,3,2026-08-03,4,1
2215,374,1,2026-08-03,1,1
2216,2428,2,2026-08-03,1,1
2217,2428,3,2026-08-03,2,1
2218,2428,1,2026-08-03,3,1
2219,382,1,2026-08-03,1,1
2220,382,4,2026-08-03,2,1
2221,382,2,2026-08-03,3,1
2222,383,1,2026-08-03,1,0
2223,2435,3,2026-08-03,1,0
2224,2435,4,2026-08-03,2,0
2225,2435,1,2026-08-03,3,0
2226,2435,2,2026-08-03,4,0
2227,388,3,2026-08-03,1,1
2228,388,1,2026-08-03,2,1
2229,388,2,2026-08-03,3,1
2230,393,1,2026-08-03,1,0
2231,2442,1,2026-08-03,1,1
2232,395,3,2026-08-03,1,1
2233,395,1,2026-08-03,2,1
2234,395,4,2026-08-03,3,1
2235,395,2,2026-08-03,4,1
2236,398,2,2026-08-03,1,1
2237,398,1,2026-08-03,2,1
2238,398,4,2026-08-03,3,1
2239,398,3,2026-08-03,4,1
2240,2447,1,2026-08-03,1,1
2241,2447,3,2026-08-03,2,1
2242,2448,1,2026-08-03,1,0
2243,2448,2,2026-08-03,2,0
2244,404,4,2026-08-03,1,0
2245,404,2,2026-08-03,2,0
2246,404,1,2026-08-03,3,0
2247,404,3,2026-08-03,4,0
2248,2452,2,2026-08-03,1,1
2249,2452,4,2026-08-03,2,1
2250,2452,1,2026-08-03,3,1
2251,2454,4,2026-08-03,1,1
2252,2454,3,2026-08-03,2,1
2253,2454,1,2026-08-03,3,1
2254,407,3,2026-08-03,1,1
2255,407,4,2026-08-03,2,1
2256,407,1,2026-08-03,3,1
2257,407,2,2026-08-03,4,1
2258,408,1,2026-08-03,1,1
2259,2458,4,2026-08-03,1,0
2260,2458,1,2026-08-03,2,0
2261,2459,1,2026-08-03,1,1
2262,2459,2,2026-08-03,2,1
2263,2459,4,2026-08-03,3,1
2264,2459,3,2026-08-03,4,1
2265,2460,1,2026-08-03,1,0
2266,2460,4,2026-08-03,2,0
2267,2460,3,2026-08-03,3,0
2268,413,2,2026-08-03,1,0
2269,413,3,2026-08-03,2,0
2270,413,4,2026-08-03,3,0
2271,413,1,2026-08-03,4,0
2272,414,1,2026-08-03,1,0
2273,414,2,2026-08-03,2,0
2274,411,4,2026-08-03,1,1
2275,411,1,2026-08-03,2,1
2276,2464,4,2026-08-03,1,1
2277,2464,2,2026-08-03,2,1
2278,2464,1,2026-08-03,3,1
2279,2465,3,2026-08-03,1,1
2280,2465,1,2026-08-03,2,1
2281,2465,2,2026-08-03,3,1
2282,419,1,2026-08-03,1,1
2283,420,1,2026-08-03,1,0
2284,421,1,2026-08-03,1,0
2285,421,2,2026-08-03,2,0
2286,421,3,2026-08-03,3,0
2287,422,4,2026-08-03,1,0
2288,422,3,2026-08-03,2,0
2289,422,1,2026-08-03,3,0
2290,2471,1,2026-08-03,1,1
2291,426,4,2026-08-03,1,0
2292,426,1,2026-08-03,2,0
2293,426,2,2026-08-03,3,0
2294,426,3,2026-08-03,4,0
2295,2478,4,2026-08-03,1,0
2296,2478,2,2026-08-03,2,0
2297,2478,3,2026-08-03,3,0
2298,2478,1,2026-08-03,4,0
2299,431,3,2026-08-03,1,0
2300,431,2,2026-08-03,2,0
2301,431,1,2026-08-03,3,0
2302,2479,3,2026-08-03,1,1
2303,2479,1,2026-08-03,2,1
2304,2479,4,2026-08-03,3,1
2305,433,2,2026-08-03,1,1
2306,433,3,2026-08-03,2,1
2307,433,1,2026-08-03,3,1
2308,432,1,2026-08-03,1,1
2309,432,4,2026-08-03,2,1
2310,432,3,2026-08-03,3,1
2311,2483,2,2026-08-03,1,0
2312,2483,1,2026-08-03,2,0
2313,2483,3,2026-08-03,3,0
2314,430,1,2026-08-03,1,0
2315,430,4,2026-08-03,2,0
2316,2482,1,2026-08-03,1,0
2317,2482,2,2026-08-03,2,0
2318,439,1,2026-08-03,1,1
2319,439,2,2026-08-03,2,1
2320,439,4,2026-08-03,3,1
2321,2488,2,2026-08-03,1,0
2322,2488,3,2026-08-03,2,0
2323,2488,1,2026-08-03,3,0
2324,440,1,2026-08-03,1,0
2325,2490,1,2026-08-03,1,1
2326,443,2,2026-08-03,1,0
2327,443,3,2026-08-03,2,0
2328,443,1,2026-08-03,3,0
2329,444,2,2026-08-03,1,1
2330,444,4,2026-08-03,2,1
2331,444,1,2026-08-03,3,1
2332,447,2,2026-08-03,1,0
2333,447,1,2026-08-03,2,0
2334,448,1,2026-08-03,1,1
2335,453,1,2026-08-03,1,1
2336,453,2,2026-08-03,2,1
2337,455,4,2026-08-03,1,1
2338,455,1,2026-08-03,2,1
2339,455,3,2026-08-03,3,1
2340,455,2,2026-08-03,4,1
2341,456,1,2026-08-03,1,1
2342,456,2,2026-08-03,2,1
2343,2505,1,2026-08-03,1,1
2344,2506,2,2026-08-03,1,1
2345,2506,1,2026-08-03,2,1
2346,458,1,2026-08-03,1,0
2347,2509,1,2026-08-03,1,0
2348,2509,3,2026-08-03,2,0
2349,2509,4,2026-08-03,3,0
2350,2510,1,2026-08-03,1,1
2351,2510,2,2026-08-03,2,1
2352,462,1,2026-08-03,1,1
2353,462,3,2026-08-03,2,1
2354,464,1,2026-08-03,1,1
2355,464,3,2026-08-03,2,1
2356,465,1,2026-08-03,1,1
2357,465,3,2026-08-03,2,1
2358,2511,1,2026-08-03,1,1
2359,467,3,2026-08-03,1,1
2360,467,1,2026-08-03,2,1
2361,469,3,2026-08-03,1,1
2362,469,4,2026-08-03,2,1
2363,469,1,2026-08-03,3,1
2364,469,2,2026-08-03,4,1
2365,2519,2,2026-08-03,1,0
2366,2519,1,2026-08-03,2,0
2367,2522,1,2026-08-03,1,0
2368,2522,2,2026-08-03,2,0
2369,2522,3,2026-08-03,3,0
2370,474,2,2026-08-03,1,1
2371,474,1,2026-08-03,2,1
2372,2527,4,2026-08-03,1,1
2373,2527,3,2026-08-03,2,1
2374,2527,1,2026-08-03,3,1
2375,480,4,2026-08-03,1,1
2376,480,1,2026-08-03,2,1
2377,481,3,2026-08-03,1,0
2378,481,1,2026-08-03,2,0
2379,481,4,2026-08-03,3,0
2380,2529,2,2026-08-03,1,0
2381,2529,1,2026-08-03,2,0
2382,483,2,2026-08-03,1,1
2383,483,1,2026-08-03,2,1
2384,483,3,2026-08-03,3,1
2385,484,4,2026-08-03,1,0
2386,484,1,2026-08-03,2,0
2387,2535,4,2026-08-03,1,1
2388,2535,1,2026-08-03,2,1
2389,2535,2,2026-08-03,3,1
2390,488,1,2026-08-03,1,1
2391,488,2,2026-08-03,2,1
2392,488,3,2026-08-03,3,1
2393,2537,2,2026-08-03,1,1
2394,2537,1,2026-08-03,2,1
2395,2537,4,2026-08-03,3,1
2396,490,2,2026-08-03,1,1
2397,490,3,2026-08-03,2,1
2398,490,1,2026-08-03,3,1
2399,2542,4,2026-08-03,1,0
2400,2542,1,2026-08-03,2,0
2401,2542,3,2026-08-03,3,0
2402,2544,3,2026-08-03,1,0
2403,2544,1,2026-08-03,2,0
2404,2544,2,2026-08-03,3,0
2405,2545,3,2026-08-03,1,1
2406,2545,4,2026-08-03,2,1
2407,2545,1,2026-08-03,3,1
2408,498,2,2026-08-03,1,1
2409,498,1,2026-08-03,2,1
2410,2547,1,2026-08-03,1,0
2411,503,3,2026-08-03,1,0
2412,503,4,2026-08-03,2,0
2413,503,1,2026-08-03,3,0
2414,505,1,2026-08-03,1,1
2415,505,3,2026-08-03,2,1
2416,507,1,2026-08-03,1,0
2417,509,1,2026-08-03,1,1
2418,509,2,2026-08-03,2,1
2419,2558,1,2026-08-03,1,1
2420,2558,4,2026-08-03,2,1
2421,2559,3,2026-08-03,1,0
2422,2559,1,2026-08-03,2,0
2423,512,1,2026-08-03,1,0
2424,512,3,2026-08-03,2,0
2425,512,2,2026-08-03,3,0
2426,2561,1,2026-08-03,1,0
2427,2561,4,2026-08-03,2,0
2428,2561,3,2026-08-03,3,0
2429,514,3,2026-08-03,1,0
2430,514,1,2026-08-03,2,0
2431,514,4,2026-08-03,3,0
2432,516,1,2026-08-03,1,1
2433,516,3,2026-08-03,2,1
2434,516,2,2026-08-03,3,1
2435,520,3,2026-08-03,1,1
2436,520,1,2026-08-03,2,1
2437,522,1,2026-08-03,1,1
2438,2573,1,2026-08-03,1,0
2439,2576,1,2026-08-03,1,1
2440,2576,3,2026-08-03,2,1
2441,2576,4,2026-08-03,3,1
2442,2577,4,2026-08-03,1,0
2443,2577,1,2026-08-03,2,0
2444,2577,2,2026-08-03,3,0
2445,2581,2,2026-08-03,1,0
2446,2581,4,2026-08-03,2,0
2447,2581,1,2026-08-03,3,0
2448,2584,1,2026-08-03,1,0
2449,2584,4,2026-08-03,2,0
2450,539,1,2026-08-03,1,1
2451,539,3,2026-08-03,2,1
2452,539,4,2026-08-03,3,1
2453,542,3,2026-08-03,1,0
2454,542,1,2026-08-03,2,0
2455,542,2,2026-08-03,3,0
2456,545,1,2026-08-03,1,1
2457,545,4,2026-08-03,2,1
2458,545,2,2026-08-03,3,1
2459,2595,3,2026-08-03,1,1
2460,2595,1,2026-08-03,2,1
2461,2595,2,2026-08-03,3,1
2462,2596,2,2026-08-03,1,1
2463,2596,1,2026-08-03,2,1
2464,2596,3,2026-08-03,3,1
2465,548,4,2026-08-03,1,0
2466,548,1,2026-08-03,2,0
2467,2597,1,2026-08-03,1,0
2468,2599,3,2026-08-03,1,0
2469,2599,1,2026-08-03,2,0
2470,2599,4,2026-08-03,3,0
2471,553,1,2026-08-03,1,0
2472,553,2,2026-08-03,2,0
2473,553,3,2026-08-03,3,0
2474,2602,4,2026-08-03,1,0
2475,2602,3,2026-08-03,2,0
2476,2602,2,2026-08-03,3,0
2477,2602,1,2026-08-03,4,0
2478,2601,1,2026-08-03,1,1
2479,2606,4,2026-08-03,1,0
2480,2606,1,2026-08-03,2,0
2481,561,4,2026-08-03,1,0
2482,561,1,2026-08-03,2,0
2483,561,2,2026-08-03,3,0
2484,561,3,2026-08-03,4,0
